Arquivos importados,Tempo da importação no MySQL,Tempo da importação MongoDB
167000,7.390453000000005,1.9595259999999983
168000,4.4141489999999965,1.5997480000000002
169000,5.997687999999994,1.8246619999999962
170000,4.557667999999998,1.62845
171000,6.781584000000003,1.6253590000000022
172000,4.767586000000003,1.641966000000001
173000,6.928433000000001,1.6964470000000005
174000,10.458991000000001,1.8987520000000004
175000,4.436213000000004,1.6213359999999988
176000,4.8053149999999984,1.6996679999999966
177000,32.795170999999996,1.8652810000000024
178000,8.685072999999996,1.6967510000000003
179000,5.123060999999996,1.6547379999999978
180000,4.342884999999995,1.667453999999998
181000,3.981506,1.5713079999999993
182000,4.659918999999997,1.8469460000000015
183000,7.0747330000000055,1.6174830000000013
184000,3.9289279999999986,1.550844
185000,4.423296000000001,1.5703600000000006
186000,3.8733320000000004,1.5401610000000023
187000,3.8718139999999983,1.5519829999999977
188000,5.956496000000003,1.5737980000000011
189000,5.111753999999999,1.5598210000000008
190000,3.9037860000000033,1.5583099999999996
191000,4.36069399999999,1.5590650000000006
192000,12.901807000000002,2.021195999999999
193000,4.846810999999995,1.638423
194000,5.472761999999998,1.5823450000000012
195000,20.567819999999987,1.9497110000000029
196000,29.57461699999999,2.2075169999999993
197000,17.332000000000026,1.9005330000000011
198000,6.621943000000003,1.8100070000000017
199000,8.213204999999999,1.6763260000000013
200000,6.024645999999997,1.6904960000000002
201000,6.646721999999991,1.6566969999999985
202000,26.80813300000001,1.8694870000000035
203000,6.569308999999999,1.6610159999999992
204000,10.619209000000009,1.820781999999999
205000,111.3996690000001,3.2494500000000004
206000,66.69736100000004,2.1498159999999995
207000,12.875209000000018,1.8897420000000005
208000,30.784766999999984,1.8698380000000001
209000,13.388545999999996,2.008160999999999
210000,12.530812999999995,1.8035369999999977
211000,19.63119499999999,1.955724
212000,8.956699000000002,1.8619900000000014
213000,7.838790999999998,1.7869879999999998
214000,9.822957999999996,2.1941049999999978
215000,10.04434799999998,1.7770040000000003
216000,15.441831999999975,2.246742999999998
217000,7.054208999999997,2.1451500000000023
218000,9.166373999999998,1.9897250000000002
219000,6.274455999999997,1.8010330000000003
220000,6.065310999999998,1.744850999999998
221000,22.377302999999994,1.854457
222000,14.465693000000032,1.9635859999999987
223000,5.420973,1.7356600000000002
224000,8.703814000000007,2.0221750000000007
225000,4.902014999999996,1.7677040000000006
226000,10.542133000000012,1.7545209999999978
227000,6.515725000000008,1.7280720000000007
228000,5.402609999999998,1.7471749999999993
229000,6.629966999999994,1.7662420000000019
230000,4.552049000000001,1.7346899999999983
231000,9.386004999999994,1.8248730000000015
232000,7.513818000000001,1.7751980000000005
233000,7.108054000000007,1.7721700000000007
234000,5.774899000000003,1.762103000000001
235000,5.805894000000002,1.7715300000000018
236000,7.827704000000005,1.8025100000000003
237000,6.429990000000011,1.823263000000001
238000,8.879580999999996,1.8144079999999996
239000,6.918279000000004,1.7635170000000011
240000,8.151587000000003,1.7921800000000008
241000,31.349134000000014,1.9253779999999996
242000,20.60207399999997,2.0741880000000017
243000,10.235961000000003,2.0855560000000026
244000,10.400430999999996,1.842318
245000,6.463504000000009,1.809535999999999
246000,6.848746999999996,1.8346379999999975
247000,10.850529999999992,1.8590500000000005
248000,6.1299640000000055,1.7773230000000015
249000,7.93058200000001,2.231159999999999
250000,32.248327999999994,2.0789600000000013
251000,10.815401,1.8217109999999999
252000,4.256835999999995,1.6909719999999984
253000,5.994862000000003,1.717444000000001
254000,9.000960000000001,1.7705459999999995
255000,5.2500259999999965,1.7403699999999982
256000,4.582351999999995,1.716421
257000,6.4018179999999925,1.7742689999999983
258000,8.705081,2.058394999999998
259000,10.11934000000001,1.9121760000000008
260000,5.109153000000001,1.7556060000000007
261000,9.637349000000004,1.7968089999999997
262000,7.485917999999996,1.8125390000000017
263000,4.614287999999997,1.7703449999999998
264000,5.450139000000004,1.7909589999999993
265000,7.804695999999997,1.7707709999999985
266000,8.413657999999995,1.790073
267000,18.209156000000018,1.8653549999999977
268000,6.1331999999999995,1.7969599999999966
269000,4.3234609999999964,1.7703720000000016
270000,5.1386449999999915,1.7699790000000037
271000,5.803026999999996,1.7783199999999968
272000,8.212422999999994,2.0126090000000003
273000,6.5872800000000025,1.762173000000001
274000,16.366595999999987,1.8980319999999995
275000,5.889488000000004,1.8704749999999999
276000,8.500911999999994,1.7965879999999985
277000,5.842252000000004,1.784734999999998
278000,7.936029,1.8020750000000016
279000,7.0073509999999954,1.7725350000000009
280000,7.3897040000000045,1.817691
281000,7.103205999999995,1.8426759999999969
282000,28.325175000000016,2.370368000000004
283000,14.653441000000011,1.8333170000000005
284000,6.740020000000002,1.7571719999999988
285000,4.814853000000002,1.6157139999999992
286000,4.422517000000003,1.6122589999999994
287000,5.207348000000003,1.6254279999999988
288000,4.005088000000006,1.6018600000000003
289000,6.364357000000006,1.6272329999999995
290000,19.756500000000003,1.8230950000000001
291000,4.626095000000002,1.5743360000000037
292000,4.545203999999998,1.5679630000000009
293000,5.230233000000004,1.5616810000000019
294000,4.804787000000001,1.574767
295000,5.306277999999997,1.5900280000000016
296000,16.262587000000003,1.7292929999999997
297000,9.268927000000005,1.6302880000000004
298000,6.992580999999987,1.622202
299000,15.531907000000004,1.7430599999999974
300000,4.120013999999996,1.6820570000000012
301000,4.156591,1.6681870000000016
302000,4.684545999999994,1.6681609999999993
303000,4.946068,1.6838239999999989
304000,5.322309999999995,1.6878310000000014
305000,9.881897999999989,1.7409279999999994
306000,4.637176999999998,1.6399219999999985
307000,5.847471,1.7032319999999985
308000,15.680069000000012,1.7941470000000026
309000,5.42414,1.7212810000000005
310000,8.975926,1.724378
311000,10.370220999999997,1.7728310000000012
312000,4.409746999999999,1.6716920000000002
313000,5.834003000000003,1.6954770000000008
314000,7.844266000000002,1.7153200000000002
315000,4.882442000000004,1.6900789999999997
316000,7.916698000000003,1.712163999999998
317000,7.1617139999999955,1.6878680000000004
318000,16.52485399999999,1.857432
319000,17.62363500000001,1.7091900000000002
320000,5.0721540000000065,1.6344990000000015
321000,11.038614000000015,1.7427720000000002
322000,6.244906000000005,1.6850690000000002
323000,12.962138999999992,1.813088000000002
324000,7.995602999999995,1.8079140000000011
325000,4.7944150000000025,1.615049999999999
326000,11.024876000000004,1.6889809999999998
327000,20.27666600000002,1.8461239999999983
328000,11.602746000000002,1.8697719999999995
329000,8.487507000000008,1.7124600000000019
330000,6.278097999999993,1.627589999999999
331000,5.5380939999999965,1.6233699999999993
332000,11.790539999999993,1.677697999999998
333000,4.639342000000001,1.585886
334000,4.507461999999998,1.6379580000000014
335000,12.416743000000007,1.643271
336000,6.2635259999999935,1.6176559999999989
337000,7.263803000000001,1.6175039999999992
338000,14.184784000000008,1.8231130000000018
339000,9.174268000000021,2.0612080000000006
340000,5.155663000000001,1.6428879999999977
341000,12.747089999999998,1.784106000000002
342000,8.652693999999999,1.9060249999999992
343000,10.22815899999999,1.9829780000000017
344000,11.439631999999998,1.8342289999999979
345000,4.114392999999998,1.637139999999996
346000,6.326237000000011,1.8125400000000012
347000,4.458711000000004,1.670656000000002
348000,14.302970000000013,1.8883210000000028
349000,23.321149000000013,1.9663569999999997
350000,8.446275999999996,1.722594000000002
351000,56.43297099999999,1.7270299999999996
352000,24.498895999999974,1.9459179999999996
353000,57.055197000000035,2.060051999999999
354000,33.69157399999998,2.399368999999997
355000,10.966308,1.959448000000001
356000,6.982669999999997,1.910893999999999
357000,8.867536000000014,1.8096050000000021
358000,6.042297999999998,1.6478529999999991
359000,6.0694150000000056,1.7514920000000027
360000,21.61902400000001,1.9007720000000012
361000,5.67337,1.8723600000000011
362000,4.8067479999999945,1.6968369999999986
363000,6.857697000000014,1.7202750000000007
364000,23.25079100000001,1.8960270000000004
365000,4.399118000000003,1.6336339999999987
366000,8.181826999999995,2.0779070000000024
367000,41.18799799999998,2.39145
368000,4.825588999999997,1.6511940000000023
369000,5.204054999999997,1.6669440000000015
370000,9.896223000000012,1.9232890000000014
371000,7.300026999999994,1.9524949999999965
372000,13.252866000000001,1.825127999999999
373000,8.501291999999998,1.652116
374000,8.503430000000002,1.8735760000000015
375000,24.930733000000018,1.911839999999999
376000,6.069614999999994,1.640139
377000,4.66260099999999,1.7426430000000004
378000,7.764170999999999,1.671862999999999
379000,5.335678000000004,1.6258599999999996
380000,4.516495,1.5827010000000004
381000,5.196131000000002,1.7860169999999977
382000,4.61617099999999,1.6184530000000024
383000,12.805145999999992,2.1605640000000035
384000,6.9200820000000025,1.688817999999999
385000,8.20838200000001,1.6371190000000013
386000,7.760993999999999,1.6975320000000005
387000,7.537360999999998,1.7969810000000013
388000,5.300530999999992,1.5921739999999989
389000,11.426111000000002,2.0087599999999997
390000,5.276573000000002,1.8727149999999977
391000,6.859524999999998,1.8995690000000018
392000,26.31980399999999,2.2906799999999987
393000,30.605025999999988,2.017200000000002
394000,8.403995000000002,1.8287089999999988
395000,6.7885199999999974,1.9543139999999977
396000,6.875610000000002,1.9169830000000005
397000,7.723234999999996,1.714302
398000,5.537556999999994,1.6790950000000011
399000,7.833882000000008,2.023265000000001
400000,6.704777999999997,1.6014010000000007
401000,4.031680999999999,1.5491550000000034
402000,4.739379000000001,1.5971089999999986
403000,7.007033999999989,1.8837959999999978
404000,8.515003000000002,1.7428530000000027
405000,18.397167000000003,1.7995839999999996
406000,8.87819500000002,1.6950180000000026
407000,5.303345000000001,1.578604999999997
408000,4.399203000000002,1.671368000000001
409000,8.591844999999996,1.8832439999999993
410000,8.094051000000002,1.6501720000000033
411000,4.107511000000004,1.5549380000000008
412000,4.812352000000005,1.557484000000001
413000,4.793615000000005,1.5707950000000024
414000,8.263216000000009,1.671414
415000,4.253762000000006,1.5554529999999998
416000,7.323686000000014,1.8104040000000023
417000,4.943619000000001,1.6744249999999992
418000,8.351846,1.8370339999999998
419000,8.484550000000004,1.6431089999999977
420000,3.9214519999999973,1.6027999999999998
421000,49.810776999999995,2.1135949999999983
422000,45.019965000000035,3.024467999999995
423000,5.8100930000000055,2.283848999999998
424000,6.534186000000001,2.100247999999998
425000,4.896525000000003,1.928685000000002
426000,4.922867999999999,1.895294000000002
427000,6.9314239999999945,1.8917519999999988
428000,5.488339000000004,1.8613660000000014
429000,11.96267100000001,2.029608
430000,5.836400999999992,1.9653800000000021
431000,18.768039999999985,1.7732259999999982
432000,9.115665999999987,1.9455460000000007
433000,4.853372999999996,1.8102589999999998
434000,13.828984000000005,1.936229999999998
435000,4.947250000000009,1.762783000000001
436000,8.720673999999983,1.8235880000000022
437000,6.267958000000002,1.5900469999999995
438000,3.7497830000000016,1.5455660000000004
439000,4.166958999999999,1.5549190000000028
440000,4.4010240000000005,1.5883249999999993
441000,4.7636090000000015,1.5588610000000007
442000,4.849402999999994,1.5550170000000012
443000,6.245306999999991,1.5739009999999993
444000,3.7511679999999954,1.563051000000001
445000,4.019596000000001,1.5532840000000006
446000,5.498546999999996,1.574744999999999
447000,5.314654999999992,1.5771150000000016
448000,4.171345000000003,1.5361899999999995
449000,4.068498000000007,1.5556680000000025
450000,27.01061800000001,1.8151820000000038
451000,5.111732999999999,1.5504569999999986
452000,5.619434999999996,1.5846589999999985
453000,6.110818000000002,1.5564170000000004
454000,4.6920610000000025,1.5475430000000008
455000,4.585800000000003,1.5518120000000022
456000,4.740385,1.5620640000000003
457000,4.956449000000002,1.5383440000000026
458000,5.878025999999997,1.5698770000000013
459000,7.531902,1.6679270000000013
460000,5.345478999999994,1.5548370000000016
461000,7.150035999999999,1.5856720000000006
462000,6.475533000000003,1.5661619999999992
463000,4.270989999999998,1.5629290000000002
464000,4.679725000000001,1.574818000000001
465000,5.379068999999993,1.5693860000000026
466000,5.589998,1.5650710000000028
467000,5.397980000000004,1.5546989999999976
468000,10.091683000000009,1.6317959999999982
469000,5.592896999999993,1.5626799999999992
470000,5.878232999999994,1.5588830000000016
471000,6.485463,1.6122729999999998
472000,5.8989730000000025,1.576274000000002
473000,5.542757999999999,1.5700900000000015
474000,6.940486000000004,1.6135970000000006
475000,4.803906000000001,1.574259000000001
476000,19.626179000000004,1.7782769999999988
477000,6.168177000000002,1.6109870000000013
478000,7.210539999999984,1.6561159999999961
479000,17.14192199999999,1.6954380000000007
480000,32.855831000000016,1.7970459999999993
481000,16.898879999999988,1.7507530000000016
482000,10.56335000000001,1.6985370000000002
483000,12.752724000000011,1.6917060000000008
484000,15.073753999999994,2.1219999999999986
485000,13.178928999999997,1.6855680000000004
486000,14.222157999999979,1.7574090000000009
487000,11.572370999999999,1.7164710000000007
488000,10.712214999999999,1.6830049999999994
489000,23.80216499999996,1.7499789999999975
490000,16.85551599999999,1.7422389999999994
491000,17.28253399999997,1.7120290000000007
492000,29.75191000000001,2.1112280000000014
493000,16.256320000000013,1.7614930000000002
494000,10.946134999999991,1.6793500000000003
495000,11.465352000000006,1.6930910000000012
496000,20.338351999999986,1.7879079999999996
497000,9.567642999999991,1.6580610000000013
498000,64.17108099999994,1.9772180000000015
499000,12.886483,1.719943000000001
500000,8.630989,1.6564819999999978
501000,39.44584200000001,1.8081139999999978
502000,13.817501999999998,1.7000900000000014
503000,10.562598999999992,1.687685000000002
504000,27.695055999999965,1.8084560000000005
505000,21.101113999999992,1.7682240000000018
506000,17.891018000000003,1.7655319999999985
507000,29.86069700000002,1.7762940000000005
508000,11.592163999999993,1.718434
509000,15.693306999999997,1.7319490000000002
510000,39.974086000000035,1.9069200000000002
511000,24.01783099999997,1.768608000000001
512000,18.743391000000003,1.763436999999999
513000,26.936815000000042,1.8145800000000007
514000,26.846058999999997,1.785569
515000,28.873615999999974,2.3534560000000018
516000,97.28532600000003,2.292830000000002
517000,19.312075000000004,1.8834690000000016
518000,41.40975400000001,2.024615999999999
519000,18.112013000000005,1.8952469999999981
520000,16.84550800000001,1.886607999999999
521000,17.56611600000002,1.8344829999999983
522000,16.88534500000002,1.8486570000000013
523000,24.57446400000006,1.8776129999999998
524000,16.649088000000003,1.8562789999999991
525000,15.141025999999997,1.8462439999999987
526000,16.16506800000001,1.8015139999999996
527000,20.979407000000016,1.8597510000000013
528000,25.046205999999966,1.8699820000000023
529000,25.090649999999997,1.8881950000000012
530000,12.721256999999985,1.8032800000000015
531000,17.897768000000013,1.8201099999999992
532000,38.737141,2.0031979999999967
533000,16.163615000000007,1.8658309999999996
534000,9.149898000000002,1.8163439999999995
535000,12.51406399999999,1.8171849999999976
536000,17.624611000000005,1.8638090000000007
537000,12.005510000000001,1.8380389999999982
538000,11.075629999999997,1.9466960000000002
539000,21.44067,1.9514590000000012
540000,32.50261799999999,1.8949300000000031
541000,23.065772999999965,1.8228459999999984
542000,20.96307700000002,1.804339000000002
543000,13.478746000000031,1.7471050000000037
544000,20.544759000000028,1.7662679999999988
545000,17.682286000000012,1.7309329999999994
546000,30.668426000000018,1.859038999999999
547000,14.697508000000012,1.7440289999999998
548000,15.841026999999986,1.731135999999999
549000,16.080935000000004,2.2062079999999984
550000,16.159649999999992,1.723385000000001
551000,13.515259999999973,1.678567999999999
552000,21.790245000000002,1.783919000000001
553000,14.180482000000017,1.7199560000000003
554000,16.105519999999995,1.713321
555000,20.121265999999988,1.7336160000000012
556000,26.644048000000037,1.9040380000000006
557000,19.96164700000002,1.805280999999999
558000,13.643842000000006,1.7495730000000003
559000,25.433526000000047,1.9274079999999982
560000,75.90177899999996,1.890858000000001
561000,29.782670000000024,1.7929139999999995
562000,25.490451999999983,1.7399559999999998
563000,17.142468999999984,1.7011099999999995
564000,12.559851000000023,1.6846589999999997
565000,17.55825800000002,1.7042099999999993
566000,26.840094999999966,1.8381300000000016
567000,16.52563300000001,1.7036729999999987
568000,15.128868000000015,1.6938070000000012
569000,19.412033000000008,1.7476840000000007
570000,15.868526000000012,1.695539000000002
571000,16.71801099999999,1.6997109999999986
572000,48.01205500000007,1.8367280000000006
573000,17.475163,1.726573000000001
574000,19.830790999999998,1.794769999999997
575000,21.105483999999993,1.8273390000000012
576000,19.06231199999998,1.7771299999999992
577000,12.709681000000021,1.6704470000000025
578000,15.677444000000014,1.8702790000000022
579000,10.32467799999999,1.6635630000000003
580000,22.08339300000001,1.7580610000000003
581000,26.600366000000026,1.8156360000000005
582000,16.12711399999999,1.740966
583000,14.263826999999985,1.7047970000000006
584000,14.47577299999999,1.7293939999999999
585000,18.62079200000001,1.739827000000001
586000,20.00344700000002,1.7878379999999998
587000,15.765709000000014,1.7736140000000002
588000,19.945913000000004,1.8568830000000023
589000,21.12141600000004,1.7758950000000002
590000,15.547457000000016,1.721832
591000,15.81352599999999,1.7480810000000013
592000,15.544490999999992,1.791626000000002
593000,11.418427000000005,1.6853839999999989
594000,13.214875,1.7432280000000004
595000,15.952837999999986,1.7237969999999994
596000,17.84129800000002,1.7323300000000001
597000,10.751696999999998,1.6750670000000036
598000,16.72102099999999,1.7937040000000017
599000,13.17561000000002,1.694567000000001
600000,15.298541999999971,1.7408689999999971
601000,11.914295999999995,1.7476420000000015
602000,13.31098500000002,1.6693189999999998
603000,19.002307000000005,1.754488
604000,18.409559999999967,1.7463380000000022
605000,12.029477999999996,1.6840419999999992
606000,11.579931999999996,1.6685049999999992
607000,9.360046000000004,1.657085000000001
608000,19.355741000000027,1.7947599999999986
609000,11.539473,1.7092650000000016
610000,20.77416800000002,1.768762999999999
611000,15.39038200000001,1.7058970000000004
612000,14.754629999999997,1.7393430000000019
613000,13.28911200000004,1.6847689999999993
614000,14.173643000000009,1.7231280000000013
615000,11.168260999999994,1.6576089999999997
616000,15.918625999999994,1.734226000000002
617000,15.925235000000008,1.7272589999999983
618000,14.003773000000011,1.7117499999999988
619000,11.647722999999994,1.689250000000003
620000,19.512777999999944,1.874586999999998
621000,21.63727600000002,1.8393539999999973
622000,18.335896999999978,1.874254999999997
623000,19.354671999999976,1.8553960000000007
624000,9.143517000000008,1.7536320000000003
625000,10.08568,1.7769510000000008
626000,14.728800999999988,1.831997999999999
627000,22.350224000000015,1.863663
628000,9.424996000000002,1.7717809999999994
629000,11.900388999999983,1.787909000000002
630000,14.506056999999993,1.8438170000000016
631000,12.984596000000014,1.8463650000000003
632000,13.888530000000005,2.109929000000003
633000,9.068086000000005,1.7628630000000005
634000,6.439398000000003,1.710386000000003
635000,8.269948000000003,1.7400980000000008
636000,10.045313000000007,1.7533910000000001
637000,14.17635400000001,1.8290900000000005
638000,10.120191000000005,1.7634260000000013
639000,7.620151999999999,1.7774670000000012
640000,8.996357999999995,1.785136000000003
641000,9.86884599999998,1.7824220000000015
642000,11.510094999999989,1.8046039999999985
643000,19.629194000000005,1.8673979999999992
644000,7.484020999999994,1.8320610000000026
645000,9.403524999999984,1.7757229999999997
646000,7.2227980000000045,1.7409619999999986
647000,7.105491999999993,1.7415329999999987
648000,8.743206000000006,1.8347600000000008
649000,9.715296000000011,1.792810000000002
650000,6.009043000000006,1.7676749999999997
651000,8.24570000000001,1.8074690000000042
652000,6.572510999999996,1.7551309999999976
653000,9.881261999999987,1.763308
654000,9.181790999999993,1.7759279999999995
655000,10.928578000000005,1.8335660000000014
656000,7.455065000000007,1.7762249999999982
657000,10.698122000000016,1.7955620000000017
658000,8.982813,1.7960020000000017
659000,7.6071570000000035,1.7343569999999997
660000,20.980959999999968,1.8776450000000005
661000,14.59422000000001,1.7864129999999998
662000,9.517558000000012,1.7586470000000005
663000,8.654395000000005,1.7320130000000005
664000,7.390640000000015,1.7723399999999998
665000,13.404088999999997,1.7822209999999985
666000,9.366295000000006,1.768092999999999
667000,23.15549100000004,1.9304310000000016
668000,8.683368000000005,1.8082890000000031
669000,7.531421000000003,1.781815000000001
670000,10.248615000000024,1.7622970000000027
671000,9.704762999999998,1.753325
672000,6.780483999999998,1.7524270000000006
673000,6.499570000000012,1.7703719999999998
674000,7.064754000000003,1.7903159999999998
675000,8.038747000000004,1.7705130000000016
676000,6.460137999999999,1.7381959999999994
677000,15.160238000000003,2.2214249999999973
678000,9.634911000000006,1.8085209999999985
679000,9.262142000000006,1.8066870000000006
680000,9.49081300000001,1.8184420000000008
681000,23.016913000000027,2.1072670000000024
682000,16.792952000000007,1.8664330000000025
683000,45.929112,1.993237999999997
684000,11.509937999999977,1.838123
685000,7.338679000000002,1.7972900000000007
686000,9.466831999999998,1.784186000000001
687000,13.355109999999977,1.8121019999999965
688000,21.166740000000004,2.345145000000002
689000,7.024209999999992,1.7939680000000027
690000,9.307526000000006,1.871977999999999
691000,6.636141999999996,1.7892040000000005
692000,7.50885499999999,1.7884119999999981
693000,7.035056999999999,1.7954289999999988
694000,9.82430399999999,1.8292570000000015
695000,9.878280000000002,1.7934620000000014
696000,8.919175000000006,1.8085179999999996
697000,7.851103000000008,1.7958390000000009
698000,9.142311999999997,1.8021210000000014
699000,19.608731000000013,1.9141629999999972
700000,17.325810999999987,1.8405040000000001
701000,15.29067600000001,1.8696699999999984
702000,8.132491000000007,1.8329210000000007
703000,10.578875999999998,1.8661279999999985
704000,14.598384999999999,2.1185359999999998
705000,13.15445,1.8072890000000006
706000,15.358856000000012,1.9141059999999992
707000,11.289343000000008,1.8211519999999977
708000,8.47690200000001,1.8196949999999994
709000,17.879813000000016,2.120613999999997
710000,15.853818000000004,1.9101069999999978
711000,18.661528000000004,1.891893999999998
712000,20.311486999999993,1.9357789999999975
713000,23.394819999999985,2.1006269999999994
